nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,id_writers
nm1290582,Michael B. Gordon,1976,\N,"writer,miscellaneous","tt1103173,tt1046173,tt0280380,tt0416449",nm1290582
nm1293367,Larry Lieber,1931,\N,"writer,miscellaneous","tt0371746,tt4154796,tt0478970,tt3501632",nm1293367
nm1296554,Ben Wheatley,1972,\N,"director,writer,producer","tt2023690,tt1788391,tt0462335,tt4158096",nm1296554
nm1299423,Tokuro Fujiwara,\N,\N,"producer,miscellaneous,director","tt0283064,tt0288518,tt0190703,tt1174954",nm1299423
nm1303925,George Pérez,1954,2022,"writer,miscellaneous,art_department","tt7554008,tt7451284,tt6569988,tt1641384",nm1303925
nm1306202,Plutarch,0046,0122,writer,"tt0237666,tt0056937,tt0272979,tt0472473",nm1306202
nm1306714,Noboru Sugimura,1948,2005,"writer,miscellaneous","tt0103463,tt0099917,tt0111919,tt0106015",nm1306714
nm1310430,Pedro Kos,\N,\N,"editorial_department,editor,writer","tt13622250,tt15339848,tt4736550,tt2486682",nm1310430
nm13183582,Emma Briant,\N,\N,writer,tt16310434,nm13183582
nm1318596,Jemaine Clement,1974,\N,"actor,writer,soundtrack","tt0863046,tt1409024,tt3416742,tt3521164",nm1318596
nm1318843,Mark Fergus,\N,\N,"writer,producer,miscellaneous","tt0371746,tt3230854,tt0409847,tt0206634",nm1318843
nm1319757,Hawk Ostby,\N,\N,"writer,producer","tt0371746,tt3230854,tt0409847,tt0206634",nm1319757
nm13211290,The Gawain Poet,\N,\N,writer,tt9243804,nm13211290
nm1321655,Christopher Markus,1970,\N,"writer,producer,actor","tt4154796,tt4154756,tt3498820,tt0458339",nm1321655
nm1321656,Stephen McFeely,1970,\N,"writer,producer,actor","tt4154796,tt0458339,tt4154756,tt3498820",nm1321656
nm1328615,Dave Carnie,1969,\N,"writer,camera_department,director","tt10308440,tt6978490,tt16975420,tt11005796",nm1328615
nm1331666,Mike Kassak,\N,\N,"art_department,writer,set_decorator","tt2494362,tt1753968,tt11466222,tt1414349",nm1331666
nm1334526,Simon Kinberg,1973,\N,"producer,writer,script_department","tt3315342,tt1502712,tt6565702,tt3659388",nm1334526
nm1341735,David Magee,1962,\N,"writer,producer","tt0454876,tt5028340,tt0308644,tt0970468",nm1341735
nm1343394,Josh Safdie,1984,\N,"director,writer,producer","tt1189259,tt5727208,tt4846232,tt1426362",nm1343394
nm1348210,John Romita Jr.,1956,\N,"writer,producer,art_department","tt1650554,tt1683052,tt1250777,tt1441105",nm1348210
nm1354901,Leigh Dunlap,\N,\N,"writer,producer,executive","tt4549224,tt0356470,tt14445134,tt1663673",nm1354901
nm1361864,Toby Harvard,1981,\N,"writer,art_department,producer","tt4381236,tt8816194,tt7768840",nm1361864
nm1363111,Max Botkin,1979,\N,"producer,writer,manager","tt1536537,tt5691024,tt5270838",nm1363111
nm1363595,Dan Harmon,1973,\N,"writer,producer,actor","tt0435563,tt0478870,tt2861424,tt1439629",nm1363595
nm1364086,Radu Muntean,1971,\N,"director,writer,actor","tt1470024,tt4620316,tt1132578,tt0819895",nm1364086
nm1367409,Joon-hyung Lim,\N,\N,writer,"tt11285908,tt0364569",nm1367409
nm1369364,Jo-yun Hwang,\N,\N,writer,"tt5729348,tt6927152,tt0364569,tt2290840",nm1369364
nm1375358,Jon Hurwitz,1977,\N,"writer,producer,director","tt2531344,tt1605630,tt7221388,tt0366551",nm1375358
nm1376383,Hayden Schlossberg,1978,\N,"writer,producer,director","tt1268799,tt0366551,tt7221388,tt0481536",nm1376383
nm1378206,Vy Vincent Ngo,\N,\N,"writer,producer","tt0338111,tt0338768,tt2006174,tt0448157",nm1378206
nm1379002,David Robert Mitchell,1974,\N,"writer,director,producer","tt3235888,tt1174042,tt12362308,tt5691670",nm1379002
nm1381769,Péter Szoboszlay,1937,\N,"animation_department,writer,director","tt3003856,tt0121431,tt3466156,tt1255454",nm1381769
nm1391924,Gustavo Taretto,1965,\N,"director,writer,producer","tt3864916,tt0455622,tt1235841,tt1091781",nm1391924
nm1393443,Jamie Delano,1954,\N,writer,"tt9177882,tt6404896,tt1071873,tt0360486",nm1393443
nm1398329,Hiroyuki Kobayashi,\N,\N,"producer,miscellaneous,writer","tt6920084,tt1855325,tt1174954,tt0318627",nm1398329
nm1399560,Jeff Westbrook,\N,\N,"producer,writer,miscellaneous","tt0096697,tt0412221,tt0312091,tt0149460",nm1399560
nm1399714,Scott Beck,1984,\N,"writer,producer,director","tt8332922,tt12261776,tt6644200,tt6535880",nm1399714
nm1400430,Hideki Kamiya,1970,\N,"writer,director,miscellaneous","tt0884870,tt11864672,tt1579932,tt2306972",nm1400430
nm1402202,Julian Gilbey,\N,\N,"director,writer,editor","tt1422136,tt0437459,tt0901507,tt2926810",nm1402202
nm1410028,Pierre Bismuth,1953,\N,"actor,writer,director","tt0338013,tt6539470,tt0393371,tt2644044",nm1410028
nm1411347,Don Heck,1929,1995,"writer,art_department,miscellaneous","tt0371746,tt4154756,tt1300854,tt4154796",nm1411347
nm1416431,Wajdi Mouawad,\N,\N,"writer,actor,director","tt0374828,tt1255953,tt11952238",nm1416431
nm1417242,Sheldon Turner,\N,\N,"writer,producer,director","tt0420294,tt1193138,tt1270798,tt0398165",nm1417242
nm1429512,Jason Smilovic,\N,\N,"writer,producer,director","tt0425210,tt6510950,tt2005151,tt1217239",nm1429512
nm1436466,Art Marcum,\N,\N,"writer,producer","tt1464335,tt2283336,tt3371366,tt0371746",nm1436466
nm1436760,Fabian Nicieza,1961,\N,"writer,miscellaneous","tt2620204,tt5444416,tt6263850,tt2269724",nm1436760
nm1438698,Jack Paglen,\N,\N,"writer,producer,actor","tt7606904,tt5024734,tt2316204,tt2209764",nm1438698
nm1440023,Simon Barrett,\N,\N,"writer,actor,producer","tt2980592,tt2105044,tt1853739",nm1440023
nm1443023,Nacho Vigalondo,1977,\N,"writer,actor,director","tt0480669,tt0406501,tt4680182,tt1680133",nm1443023
nm1443502,Jordan Peele,1979,\N,"actor,writer,producer","tt6857112,tt5052448,tt4139124,tt10954984",nm1443502
nm1448771,Akira Yasuda,1964,\N,"animation_department,art_department,miscellaneous","tt0891592,tt0353451,tt12274444,tt0462495",nm1448771
nm1449331,Steve Bissette,1955,\N,"writer,art_department,miscellaneous","tt2494376,tt1071873,tt9177882,tt6404896",nm1449331
nm1451513,John Totleben,1958,\N,"writer,art_department","tt9177882,tt1071873,tt6404896,tt2494376",nm1451513
nm1456816,Bryan Woods,1984,\N,"writer,producer,director","tt12261776,tt8332922,tt6644200,tt6535880",nm1456816
nm1457532,Takashi Nishiyama,\N,\N,"writer,producer,director","tt0891592,tt2234788,tt3069212,tt3514862",nm1457532
nm1458734,Ciro Guerra,1981,\N,"director,writer,producer","tt0382308,tt6386748,tt1426374,tt4285496",nm1458734
nm1458859,Hiroshi Matsumoto,\N,\N,"miscellaneous,producer,writer","tt3848522,tt12274444,tt8102768,tt0891592",nm1458859
nm1459583,R. Christopher Murphy,\N,\N,"writer,producer,miscellaneous","tt0295700,tt0810823,tt7798634,tt6548228",nm1459583
nm1467010,Dan Brown,1964,\N,"writer,actor,producer","tt10478054,tt3062096,tt0808151,tt0382625",nm1467010
nm1467549,Paul Hernandez,\N,\N,"writer,director,actor","tt8648286,tt0405325,tt1242531",nm1467549
nm1471990,Dougie Brimson,\N,\N,"writer,actor,producer","tt0385002,tt18238330,tt3157224,tt2626460",nm1471990
nm1481172,Nicolás Giacobone,\N,\N,"writer,producer,editorial_department","tt2562232,tt1164999,tt2125500,tt1663202",nm1481172
nm1486025,Alejandro Brugués,1976,\N,"director,writer,producer","tt2926810,tt7349910,tt3337194,tt1838571",nm1486025
nm1486235,Emily Cook,\N,\N,"writer,producer,soundtrack","tt0382932,tt5212822,tt0377981,tt0227538",nm1486235
nm1488800,Ti West,1980,\N,"director,writer,editor","tt13560574,tt1594562,tt2383068,tt1172994",nm1488800
nm1490123,James Wan,1977,\N,"producer,writer,director","tt2820852,tt0387564,tt1477834,tt3065204",nm1490123
nm1496753,Christopher Roach,1979,\N,"producer,writer,actor","tt6772950,tt2024469,tt4171176,tt0983946",nm1496753
nm1503403,Shane Carruth,1972,\N,"composer,actor,producer","tt6265828,tt3410834,tt0390384,tt2084989",nm1503403
nm1503575,Barry Jenkins,1979,\N,"producer,director,writer","tt6704972,tt7125860,tt4975722,tt1133989",nm1503575
nm1509478,Benny Safdie,1986,\N,"actor,director,writer","tt2184293,tt5727208,tt4846232,tt1426362",nm1509478
nm1510800,Drew Pearce,1975,\N,"producer,writer,script_department","tt1300854,tt5834262,tt6806448,tt2381249",nm1510800
nm1511619,Anonymous,\N,\N,writer,"tt0402057,tt0120604,tt0442933",nm1511619
nm1519639,Adam Nee,1981,\N,"actor,writer,director","tt0427340,tt4048668,tt13320622",nm1519639
nm1530016,Vladimir Bogomolov,1924,2003,writer,"tt0131659,tt0056111",nm1530016
nm1535410,Thomas Pynchon,1937,\N,"writer,actor","tt1791528,tt0254718,tt0304820,tt4800330",nm1535410
nm1540577,Akira Nishitani,\N,\N,"miscellaneous,producer,writer","tt0397107,tt0891592,tt0353451,tt0385313",nm1540577
nm1543823,Renato Russo,1960,1996,"soundtrack,writer,actor","tt1869416,tt0289800,tt8747460,tt2027178",nm1543823
nm1549853,Morgan Jurgenson,\N,\N,"writer,producer,editor","tt1465522,tt8115666,tt2014229,tt2085817",nm1549853
nm1557577,Baron Davis,1979,\N,"producer,actor,director","tt4462166,tt10160896,tt1232200,tt3530002",nm1557577
nm1557591,Joan Finn,\N,\N,"producer,writer","tt0318220,tt0397085,tt3214726",nm1557591
nm1557594,Dan Fogelman,1976,\N,"writer,producer,director","tt5555260,tt5989218,tt0398286,tt0317219",nm1557594
nm1557909,Robert Siegel,\N,\N,"writer,producer,director","tt13659418,tt14675860,tt1228953,tt1125849",nm1557909
nm1558946,Steve Moore,\N,\N,"writer,director,producer","tt1213012,tt4061848,tt0358840,tt0400717",nm1558946
nm1560977,Cary Joji Fukunaga,1977,\N,"producer,director,writer","tt5580146,tt1365050,tt2382320,tt1127715",nm1560977
nm1568755,Brian Azzarello,1962,\N,writer,"tt4936174,tt7124716,tt4853102,tt1117563",nm1568755
nm1569073,Steve Bevilacqua,\N,\N,"writer,producer,director","tt3384904,tt1863073,tt0934584,tt1855138",nm1569073
nm1577281,Rosalind Wiseman,1969,\N,"writer,actress","tt0476012,tt0399546,tt1658849,tt0377092",nm1577281
nm1578335,Michael Arndt,1965,\N,"writer,miscellaneous,producer","tt0435761,tt2488496,tt1951264,tt0449059",nm1578335
nm1580671,Jon S. Baird,1972,\N,"director,producer,writer","tt3385524,tt1450321,tt3186130,tt12758060",nm1580671
nm1582843,Mads Tafdrup,\N,\N,"writer,actor,camera_department","tt6058498,tt11336560,tt14253846,tt6286796",nm1582843
nm1583671,Vince Locke,\N,\N,"writer,art_department","tt21806974,tt0399146,tt1599373,tt0297494",nm1583671
nm1590700,Daniela Capelato,\N,\N,"writer,producer,assistant_director","tt0402505,tt1500761,tt5739042,tt0405875",nm1590700
nm1591046,Shotaro Suga,\N,\N,"writer,miscellaneous","tt1174954,tt0405821,tt0995941,tt1753496",nm1591046
nm1597664,Camille Fontaine,\N,\N,"writer,script_department,director","tt1035736,tt4161538,tt4131240,tt4613576",nm1597664
nm1600872,Lee Sternthal,\N,\N,"writer,director,actor","tt1104001,tt2553896,tt1840417,tt4949854",nm1600872
nm1601644,Jennifer Lee,1971,\N,"writer,producer,miscellaneous","tt2948356,tt2294629,tt1772341,tt4520988",nm1601644
nm1601882,Phil Johnston,1971,\N,"writer,producer,actor","tt1772341,tt5848272,tt2948356,tt3381008",nm1601882
nm1618276,Luis Piedrahita,1977,\N,"writer,director,actor","tt1016301,tt0380281,tt0762125,tt0490531",nm1618276
nm1618286,Ben Ripley,\N,\N,"writer,producer","tt4248106,tt0945513,tt1052345,tt2039338",nm1618286
nm1618302,Masahiko Takajo,\N,\N,writer,"tt0102293,tt3297086,tt0167846,tt3296930",nm1618302
nm1622147,John W. Richardson,\N,\N,"editor,writer,editorial_department","tt7880442,tt7880472,tt5076620,tt2024469",nm1622147
nm1628380,Garon Tsuchiya,\N,\N,writer,"tt0122880,tt0364569,tt1321511,tt7246942",nm1628380
nm1631852,J.G. Jones,\N,\N,"writer,producer,art_department","tt1262421,tt1599373,tt0493464,tt1308172",nm1631852
nm1633015,Michel Franco,1979,\N,"producer,director,writer","tt6397762,tt2368749,tt12474056,tt3850496",nm1633015
nm1634030,Joshua Cordes,\N,\N,"visual_effects,writer,director","tt1564585,tt3040964,tt0499549,tt1677720",nm1634030
nm1637163,Sophon Sakdaphisit,\N,\N,"writer,director,assistant_director","tt9310400,tt0440803,tt1307057,tt2063782",nm1637163
nm1649488,Holly Black,\N,\N,"writer,producer","tt0416236,tt2371471,tt16026032,tt1086795",nm1649488
nm1650403,Tony DiTerlizzi,\N,\N,"writer,producer,visual_effects","tt1626247,tt16026032,tt0416236,tt0413895",nm1650403
nm1656308,Carl Lund,\N,\N,"writer,producer",tt1683526,nm1656308
nm1659741,David Soren,1973,\N,"writer,miscellaneous,actor","tt2091256,tt1526300,tt1860353,tt0307453",nm1659741
nm1661186,Peter Straughan,\N,\N,"writer,director,script_department","tt1605717,tt1340800,tt1226753,tt1758810",nm1661186
nm1661895,John King,\N,\N,writer,tt0385705,nm1661895
nm1667980,Peter Szilagyi,\N,\N,"miscellaneous,writer,actor","tt7979580,tt4877122,tt5220122,tt4633694",nm1667980
nm1671995,Jim Hosking,\N,\N,"director,writer,composer","tt6518270,tt7768840,tt4381236,tt2926810",nm1671995
nm1674631,Yann Martel,1963,\N,writer,"tt0435181,tt1756864,tt0454876,tt5944314",nm1674631
nm1676793,Mark Boal,1973,\N,"producer,writer,script_department","tt0887912,tt1790885,tt1488606,tt5390504",nm1676793
nm1680347,Don DeLillo,1936,\N,"writer,soundtrack","tt1480656,tt0425055,tt15423174,tt15669854",nm1680347
nm1684369,Steven Blush,\N,\N,"writer,producer,director","tt8956836,tt0419434,tt11394360,tt1616109",nm1684369
nm1694619,John Ostrander,1949,\N,"writer,actor,miscellaneous","tt1149396,tt6334354,tt1641384,tt7658402",nm1694619
nm1698571,Evan Goldberg,1982,\N,"producer,writer,director","tt1700841,tt1456635,tt0829482,tt1245492",nm1698571
nm1703612,Joby Harold,\N,\N,"producer,writer,director","tt8466564,tt1631867,tt6146586,tt5090568",nm1703612
nm1706767,Jonah Hill,1983,\N,"actor,producer,writer","tt0993846,tt1232829,tt2294449,tt1210166",nm1706767
nm1709264,Dave Callaham,1977,\N,"writer,producer,actor","tt6682754,tt6733874,tt9376612,tt7126948",nm1709264
nm1720648,Damon Beesley,1971,\N,"producer,writer,director","tt0863046,tt1220617,tt1716772,tt3097204",nm1720648
nm1726854,Stephen Kendrick,\N,\N,"writer,producer,actor","tt1129423,tt8186318,tt3832914,tt1630036",nm1726854
nm1729303,Marcus Dunstan,\N,\N,"writer,director,producer","tt0844479,tt0426459,tt3387520,tt1748227",nm1729303
nm1729412,Stefan Stuckmann,1982,\N,"writer,producer,actor","tt11152678,tt4176826,tt0479842,tt4607610",nm1729412
nm1729428,Gary Whitta,\N,\N,"producer,director,writer","tt1037705,tt13410178,tt1815862,tt3748528",nm1729428
nm1730404,Sôichi Umezawa,\N,\N,"make_up_department,special_effects,director","tt2926810,tt11056006,tt9838980,tt7026370",nm1730404
nm1731937,Alex Kendrick,1970,\N,"actor,writer,producer","tt0805526,tt0425027,tt1129423,tt1630036",nm1731937
nm1732981,Martin McDonagh,1970,\N,"writer,director,producer","tt1931533,tt11813216,tt5027774,tt0780536",nm1732981
nm1733301,Dave Gibbons,1949,\N,"writer,producer,art_department","tt0409459,tt2802144,tt4649466,tt6856242",nm1733301
nm1733317,Patrick Melton,1975,\N,"writer,producer,script_department","tt8427140,tt1477076,tt3387520",nm1733317
nm1737008,Aron Ralston,1975,\N,"actor,writer","tt1542344,tt1430587,tt0096697,tt0358316",nm1737008
nm1737383,Jessica Joy Wise,\N,\N,"producer,director,miscellaneous","tt1086390,tt1086286,tt2415688,tt1086317",nm1737383
nm1738734,David Kajganich,1969,\N,"writer,producer","tt2708480,tt2273657,tt2056771",nm1738734
nm1745272,Lee Kern,\N,\N,"writer,producer,actor","tt8679236,tt2328812,tt4613726,tt8528668",nm1745272
nm1754499,Cecelia Ahern,1981,\N,"writer,producer","tt0431308,tt0898332,tt1638002,tt14161704",nm1754499
nm1755986,Christopher Ford,\N,\N,"writer,actor,producer","tt6269368,tt2250912,tt2076822,tt1990314",nm1755986
nm1760830,Kyle Newacheck,1984,\N,"writer,producer,director","tt3317234,tt1618434,tt1610527,tt7908628",nm1760830
nm1767754,Katie Dippold,\N,\N,"writer,producer,miscellaneous","tt1266020,tt2404463,tt1289401",nm1767754
nm1770774,Jean-Christophe Bouzy,\N,\N,"editor,writer,editorial_department","tt4954522,tt13034900,tt10944760,tt0869977",nm1770774
nm1776787,Simon Stephenson,\N,\N,"writer,producer","tt10687506,tt12801262,tt1118697,tt4468740",nm1776787
nm1779870,Brit Marling,1982,\N,"producer,actress,writer","tt4635282,tt1869716,tt1748207,tt1549572",nm1779870
nm1789514,Tom Bleecker,\N,\N,"actor,writer,stunts","tt0898299,tt0366627",nm1789514
nm1793079,Fede Alvarez,1978,\N,"writer,producer,director","tt4160708,tt6246322,tt5177088,tt1288558",nm1793079
nm1793993,Christopher Priest,1943,\N,writer,"tt12531504,tt5715862,tt0482571,tt2145943",nm1793993
nm1802294,Banjong Pisanthanakun,1979,\N,"writer,director,actor","tt13446168,tt0440803,tt1725995,tt0484090",nm1802294
nm1802857,Josh Singer,\N,\N,"producer,writer,miscellaneous","tt0200276,tt1895587,tt1213641,tt6294822",nm1802857
nm1803036,C. Robert Cargill,1975,\N,"writer,producer,actor","tt1211837,tt7144666,tt1922777,tt2752772",nm1803036
nm1803105,Drew Dowdle,\N,\N,"producer,writer,director","tt2870612,tt1781922,tt1314655,tt1082868",nm1803105
nm1805204,Fellipe Barbosa,1980,\N,"director,editor,writer","tt0923885,tt6805354,tt9025112,tt3474994",nm1805204
nm1805350,Fabio Meira,\N,\N,"writer,director,producer","tt1545014,tt6289724,tt6293516,tt3783960",nm1805350
nm1829811,Paul Staheli,\N,\N,writer,"tt3029476,tt6643972,tt7563946,tt4915672",nm1829811
nm1834353,Tetsuya Saruwatari,1958,\N,writer,"tt0097217,tt3297086,tt0102293,tt15307204",nm1834353
nm1843538,Jimmy Warden,\N,\N,"miscellaneous,writer,director","tt11024272,tt1265990,tt13650814,tt4225622",nm1843538
nm1844237,Chris Miller,1968,\N,"actor,animation_department,director","tt1277953,tt0413267,tt1911658,tt0448694",nm1844237
nm1845777,Christopher Paolini,1983,\N,writer,"tt21368612,tt13305498,tt0449010,tt0902280",nm1845777
nm1854069,Bryan Lee O'Malley,1979,\N,"writer,soundtrack,actor","tt1104806,tt1628764,tt0446029,tt19869334",nm1854069
nm1854288,Chris Nash,\N,\N,"special_effects,director,writer","tt4255304,tt2104065,tt2926810,tt7188978",nm1854288
nm1854568,Fredric Dannen,\N,\N,writer,"tt0092322,tt2319503,tt1396523",nm1854568
nm1865755,David Lindsay-Abaire,1969,\N,"writer,soundtrack,music_department","tt0935075,tt1446192,tt0358082,tt1029360",nm1865755
nm1872664,Mark L. Smith,\N,\N,"writer,producer,director","tt0814343,tt1663202,tt10539608,tt4530422",nm1872664
nm1883583,Yoshihiro Nishimura,1967,\N,"make_up_department,special_effects,producer","tt6063024,tt1183732,tt1935896,tt0153161",nm1883583
nm1887480,Aaron Nee,\N,\N,"animation_department,director,art_department","tt4048668,tt0497401,tt0427340,tt13320622",nm1887480
nm1888967,D.B. Weiss,1971,\N,"writer,producer,director","tt11547156,tt3677548,tt0944947,tt12141112",nm1888967
nm1890845,Sean Anders,\N,\N,"writer,director,producer","tt7401588,tt5657846,tt1528854,tt1232200",nm1890845
nm1895993,Brendan O'Brien,\N,\N,"writer,producer,script_department","tt4438848,tt2823054,tt2004420,tt4481514",nm1895993
nm1897957,Russell Gewirtz,\N,\N,writer,"tt0835435,tt7832848,tt0454848,tt1034331",nm1897957
nm1898234,John Morris,\N,\N,"writer,producer,actor","tt2170439,tt1135985,tt0815236,tt7401588",nm1898234
nm1916979,Lauren Weisberger,1977,\N,"actress,writer","tt0044298,tt0458352,tt0320991,tt1490762",nm1916979
nm1921680,Steve Englehart,1947,\N,"writer,animation_department,producer","tt2015381,tt4154756,tt4154796,tt9376612",nm1921680
nm1924019,Rodrigo Sopeña,1977,\N,"writer,director,editorial_department","tt10498178,tt3373958,tt0762125,tt1016301",nm1924019
nm1938852,Chris Poche,\N,\N,"writer,soundtrack,director","tt0441773,tt6182908,tt0327084,tt6863222",nm1938852
nm1939445,Tim Postins,1975,\N,"producer,writer,director","tt6182460,tt15673368,tt1946864,tt1942157",nm1939445
nm1941029,Jeong Seo-kyeong,\N,\N,writer,"tt0497137,tt0451094,tt0762073,tt4016934",nm1941029
nm1941926,Ercan Kesal,1959,\N,"actor,writer,director","tt1827487,tt7431994,tt1233381,tt11448936",nm1941926
nm1943855,Ron J. Friedman,\N,\N,"writer,editor,actor","tt0400717,tt0266842,tt0328880,tt0371606",nm1943855
nm1950086,Greta Gerwig,1983,\N,"actress,writer,producer","tt2872462,tt2347569,tt1234654,tt4925292",nm1950086
nm1952250,Erin Gruwell,1969,\N,writer,"tt0123366,tt0463998,tt3648438,tt3807730",nm1952250
nm1959505,Diablo Cody,1978,\N,"writer,producer,actress","tt5610554,tt1625346,tt0467406,tt1131734",nm1959505
nm1965407,Kim Morgan,\N,\N,"writer,actress,camera_department","tt2355198,tt7740496,tt3066630,tt3039018",nm1965407
nm1968372,Ian Goldberg,\N,\N,"writer,producer,production_manager","tt3743822,tt5294518,tt5210998,tt3289956",nm1968372
nm1979137,Warren Ellis,1968,\N,"writer,producer","tt6517102,tt1245526,tt1300854,tt1821694",nm1979137
nm1981261,John Green,1977,\N,"producer,writer,director","tt8110330,tt3622592,tt4119952,tt2582846",nm1981261
nm1985343,John Carlin,1956,\N,"writer,producer,miscellaneous","tt1057500,tt2168978,tt0337978,tt9170224",nm1985343
nm1988994,Rafe Judkins,1983,\N,"producer,writer,miscellaneous","tt1464335,tt7462410,tt2364582,tt2309295",nm1988994
nm1994243,Scott Z. Burns,\N,\N,"producer,writer,director","tt2053463,tt0440963,tt1598778,tt8236336",nm1994243
nm1995388,Steve Sarno,\N,\N,"writer,producer,sound_department","tt1781781,tt4157144,tt1037154,tt2547210",nm1995388
nm2009736,Tom Sullivan,\N,\N,writer,"tt0800003,tt1524131,tt1176725",nm2009736
nm2012438,Travis Beacham,\N,\N,"writer,director,producer","tt2557478,tt1663662,tt0800320,tt0489974",nm2012438
nm2015758,David Ignatius,1950,\N,writer,"tt10078290,tt3471206,tt11382384,tt0758774",nm2015758
nm2021391,Bear Aderhold,\N,\N,writer,"tt0800003,tt1176725,tt1524131",nm2021391
nm2022341,Chris Bergoch,\N,\N,"miscellaneous,actor,writer","tt5340622,tt2035630,tt3824458,tt5649144",nm2022341
nm2025683,Milan Trenc,\N,\N,"writer,director,miscellaneous","tt10127760,tt2770022,tt13623880,tt0477347",nm2025683
nm2030556,Barry Battles,\N,\N,"director,writer,editor","tt6135826,tt8095034,tt1836944",nm2030556
nm2032510,Griffin Hood,1984,\N,"actor,producer,writer","tt4616250,tt0945371,tt1836944,tt1343094",nm2032510
nm2041812,Yoshiaki Hirabayashi,\N,\N,"producer,visual_effects,animation_department","tt21047286,tt0397042,tt1174954,tt5730780",nm2041812
nm2045682,Barry Owen Smoler,1981,\N,"producer,location_management,miscellaneous","tt3063516,tt1414349,tt9684220,tt1116184",nm2045682
nm2049126,Ben Collins,\N,\N,"writer,producer,actor","tt3829378,tt5112578,tt9731534",nm2049126
nm2057405,Nobuaki Minegishi,\N,\N,writer,"tt1321511,tt0364569",nm2057405
nm2065670,Andrew Deutschman,\N,\N,"writer,producer","tt2436386,tt3170762,tt2473510,tt14364916",nm2065670
nm2082787,Brian Bolland,1951,\N,"writer,art_department","tt7044814,tt0385801,tt13888476,tt4853102",nm2082787
nm2090206,Freedom Writers,\N,\N,writer,"tt13774046,tt0463998",nm2090206
nm2092479,Steven Gould,\N,\N,"writer,miscellaneous","tt0489099,tt10638234,tt6160506",nm2092479
nm2092839,Mark Millar,1969,\N,"writer,producer,actor","tt6856242,tt4649466,tt2802144,tt1250777",nm2092839
nm2093171,Damien Leone,\N,\N,"special_effects,make_up_department,director","tt4281724,tt2018130,tt3295482,tt10403420",nm2093171
nm2095095,Collin McMahon,\N,\N,"miscellaneous,script_department,writer","tt6402468,tt2101473,tt4176826,tt1298628",nm2095095
nm2101710,Lancelot Oduwa Imasuen,1971,\N,"actor,director,producer","tt15701484,tt2926810,tt1776933,tt15964934",nm2101710
nm2104063,Eric Heisserer,1970,\N,"writer,producer,miscellaneous","tt2543164,tt2737304,tt2094018,tt2403776",nm2104063
nm2105129,Angelo Defanti,1983,\N,"writer,director,producer","tt2299377,tt2333330,tt7554982,tt8608144",nm2105129
nm2105585,Tobias Lindholm,1977,\N,"writer,director,producer","tt2106476,tt10288566,tt3830162,tt2216240",nm2105585
nm2114730,Mark Heyman,\N,\N,"writer,producer,director","tt7210448,tt1125849,tt1571249,tt0947798",nm2114730
nm2125482,Chloé Zhao,1982,\N,"writer,director,producer","tt6217608,tt9032400,tt3566788,tt9770150",nm2125482
nm2128335,J Blakeson,\N,\N,"director,writer,producer","tt2304933,tt1379177,tt6128262,tt9893250",nm2128335
nm2128400,Aaron Covington,\N,\N,"sound_department,writer,director","tt3076658,tt6090126",nm2128400
nm2137463,Adi Granov,\N,\N,"art_department,writer,actor","tt1300854,tt1825683,tt4154796,tt0371746",nm2137463
nm2140186,Rodo Sayagues,\N,\N,"producer,writer,soundtrack","tt4160708,tt6246322,tt11755740,tt1288558",nm2140186
nm2145339,Emil Stern,\N,\N,writer,"tt0494864,tt0815178,tt1219342",nm2145339
nm2149571,Adamo P. Cultraro,1973,\N,"producer,director,writer","tt1193473,tt1458915,tt1540784,tt1412542",nm2149571
nm2153088,Gareth Evans,\N,\N,"producer,writer,director","tt2450186,tt1899353,tt6217306,tt2265171",nm2153088
nm2155757,Josh Cooley,\N,\N,"actor,director,writer","tt1049413,tt0317219,tt2096673,tt1979376",nm2155757
nm2157655,Kôtarô Isaka,\N,\N,"writer,actor","tt3846972,tt12593682,tt1413529,tt23476308",nm2157655
nm2171590,Ignacio Pérez Dolset,\N,\N,"producer,writer,art_department","tt0762125,tt2857458,tt0384003,tt7214954",nm2171590
nm2176955,Jan Duursema,1954,\N,"writer,visual_effects","tt0477140,tt15908584,tt1529090",nm2176955
nm2186362,Jim Hecht,1975,\N,"producer,writer,miscellaneous","tt0358082,tt0438097,tt10244600,tt9616898",nm2186362
nm2188941,Matt Lopez,\N,\N,"writer,producer,script_department","tt6483836,tt0963966,tt1075417,tt0960731",nm2188941
nm2201245,James Sallis,1944,\N,"writer,actor","tt0780504,tt2338303,tt0275941",nm2201245
nm2204730,Jamie Pachino,\N,\N,"producer,writer,miscellaneous","tt5011816,tt2805096,tt2543312,tt6461736",nm2204730
nm2207459,J.P. Blackmon,\N,\N,"art_department,art_director,production_designer","tt1116184,tt11466222,tt3063516,tt2126355",nm2207459
nm2207625,Kleber Mendonça Filho,1968,\N,"director,writer,editor","tt2190367,tt5221584,tt1817292,tt2762506",nm2207625
nm2223804,William Jimeno,1967,\N,"actor,writer","tt0976096,tt6039872,tt0469641,tt0949808",nm2223804
nm2225418,John McLoughlin,1953,\N,writer,"tt0949808,tt0976096,tt0949829,tt0469641",nm2225418
